recid	adpricetype	adprice	adDepth	adType
1972201561	1	(Flat Line Rate)?12?	LINE	FLAT
1972201561	5	1.961320639	LINE	FLAT
1972201561	6	9.668856621	LINE	FLAT
1972201562	1	(Flat Line Rate)?12?e/12?S	LINE	FLAT
1972201562	5	1.961320639	LINE	FLAT
1972201562	6	9.668856621	LINE	FLAT
1972201563	1	(Flat Line Rate)?24?(eorS)	LINE	FLAT
1972201563	5	4.331249714	LINE	FLAT
1972201563	6	21.35205841	LINE	FLAT
1972201564	1	(Flat Line Rate)?17?(Comm.); 14?? (Non-comm.)	 	 
1972201565	1	(Flat Line Rate)?10?	LINE	FLAT
1972201565	5	1.634433866	LINE	FLAT
1972201565	6	8.057380676	LINE	FLAT
1972201566	1	(Flat Line Rate)?30?(m&e); 30?(S)	LINE	FLAT
1972201567	1	(Flat Line Rate)?30?(m&e); 30?(S)	LINE	FLAT
1972201568	1	(Flat Line Rate ? 60?(m&e); 57? (m&sat.); 57?(e&sat.); 57?(M&S); 63? (e&S); 67?(sat.&S); 52?(sat.); 52?(S)	LINE	FLAT
1972201569	1	(Flat Line Rate ? 60?(m&e); 57? (m&sat.); 57?(e&sat.); 57?(M&S); 63? (e&S); 67?(sat.&S); 52?(sat.); 52?(S)	LINE	FLAT
1972201570	1	(Flat Line Rate)?53(e); 58?(S)	LINE	FLAT
1972201571	1	(Flat Line Rate)?13?e; 13?S.	LINE	FLAT
1972201571	5	2.252249956	LINE	FLAT
1972201571	6	11.10307121	LINE	FLAT
1972201572	1	(Flat Line Rate)?9?(e); 9?(S)	LINE	FLAT
1972201573	1	(Flat Line Rate)?11?e/11?S	LINE	FLAT
1972201573	5	1.797877192	LINE	FLAT
1972201573	6	8.863118172	LINE	FLAT
1972201574	1	(Flat Line Rate)?10?e/10?S	LINE	FLAT
1972201574	5	1.634433866	LINE	FLAT
1972201574	6	8.057380676	LINE	FLAT
1972201575	1	(Flat Line Rate)?10?(eorS)	LINE	FLAT
1972201575	5	1.732500076	LINE	FLAT
1972201575	6	8.540823936	LINE	FLAT
1972201576	1	(Flat Line Rate)?11?	LINE	FLAT
1972201576	5	1.924999952	LINE	FLAT
1972201576	6	9.489804268	LINE	FLAT
1972201577	1	(Flat Line Rate)?16?(m); 16?(S)	LINE	FLAT
1972201577	5	2.615094185	LINE	FLAT
1972201577	6	12.89180946	LINE	FLAT
1972201578	1	(Flat Line Rate)?9?(e); 9?(S).	LINE	FLAT
1972201579	1	(Flat Line Rate)?23?(m&e or Sun.)	LINE	FLAT
1972201580	1	(Flat Line Rate)?23?(m&e or Sun.)	LINE	FLAT
1972201581	1	(Flat Line Rate)?15?(e); 15?(S)	LINE	FLAT
1972201581	5	2.451650858	LINE	FLAT
1972201581	6	12.08607101	LINE	FLAT
1972201582	1	(Flat Line Rate)?20?(m&e); 20?(S)	LINE	FLAT
1972201583	1	(Flat Line Rate)?20?(m&e); 20?(S)	LINE	FLAT
1972201584	1	(Flat Line Rate)?10?(e); 10?(S).	LINE	FLAT
1972201584	5	1.574999928	LINE	FLAT
1972201584	6	7.764385223	LINE	FLAT
1972201585	1	(Flat Line Rate)?15?m/15?S	LINE	FLAT
1972201585	5	2.887500048	LINE	FLAT
1972201585	6	14.23470688	LINE	FLAT
1972201586	1	(Flat Line Rate)?35?(m&e); 35?(S)	LINE	FLAT
1972201587	1	(Flat Line Rate)?35?(m&e); 35?(S)	LINE	FLAT
1972201588	1	(Flat Line Rate)?11?(e); 11?(S).	LINE	FLAT
1972201588	5	1.686504364	LINE	FLAT
1972201588	6	8.314076424	LINE	FLAT
1972201589	1	(Flat Line Rate)?10?(e); 10?(S); with Parker County News (wkly); 10?	LINE	FLAT
1972201589	5	1.443749905	LINE	FLAT
1972201589	6	7.117352962	LINE	FLAT
1972201590	1	(Flat Line Rate)?35?(S); 35?(m&e); C-I-D & Bulk discount available	LINE	FLAT
1972201591	1	(Flat Line Rate)?35?(S); 35?(m&e); C-I-D & Bulk discount available	LINE	FLAT
1972201592	1	(Flat Line Rate)?14?(e); 14?(S).	LINE	FLAT
1972201592	5	2.694999933	LINE	FLAT
1972201592	6	13.28572559	LINE	FLAT
1972201593	1	(Flat Line Rate)?30?(e); 30?(S).	LINE	FLAT
1972201593	5	5.775000095	LINE	FLAT
1972201593	6	28.46941376	LINE	FLAT
1972201594	1	(Flat Line Rate)?18?(e); 18?(S)	LINE	FLAT
1972201594	5	2.909707546	LINE	FLAT
1972201594	6	14.34418488	LINE	FLAT
1972201595	1	(Flat Line Rate)?58?(e); 81?(m&e) Comb. with Salt Lake Tribune	LINE	FLAT
1972201595	5	9.375723839	LINE	FLAT
1972201595	6	46.22014999	LINE	FLAT
1972201596	1	(Flat Line Rate)?58?(m); 81?(S), 81?(m&e comb. with Deseret News).	LINE	FLAT
1972201596	5	9.375723839	LINE	FLAT
1972201596	6	46.22014999	LINE	FLAT
1972201597	1	(Flat Line Rate)?16?( comb. with Rutland(Vt.) Herald 36?	LINE	FLAT
1972201597	5	2.586406469	LINE	FLAT
1972201597	6	12.75038528	LINE	FLAT
1972201598	1	(Flat Line Rate)?11?	LINE	FLAT
1972201598	5	1.778154492	LINE	FLAT
1972201598	6	8.765890121	LINE	FLAT
1972201599	1	(Flat Line Rate)?12?	LINE	FLAT
1972201599	5	1.939804912	LINE	FLAT
1972201599	6	9.562788963	LINE	FLAT
1972201600	1	(Flat Line Rate)?28??	LINE	FLAT
1972201600	5	3.731538296	LINE	FLAT
1972201600	6	18.39562035	LINE	FLAT
1972201601	1	(Flat Line Rate)?9?	LINE	FLAT
1972201601	5	1.559250116	LINE	FLAT
1972201601	6	7.686742306	LINE	FLAT
1972201602	1	(Flat Line Rate)?22? comb. with Barre-Montpelier (Vt.) Times-Argus 34?	LINE	FLAT
1972201602	5	3.556308985	LINE	FLAT
1972201602	6	17.53178024	LINE	FLAT
1972201603	1	(Flat Line Rate)?13?	LINE	FLAT
1972201603	5	2.370789289	LINE	FLAT
1972201603	6	11.68744278	LINE	FLAT
1972201604	1	(Flat Line Rate)?13?	LINE	FLAT
1972201604	5	2.252249956	LINE	FLAT
1972201604	6	11.10307121	LINE	FLAT
1972201605	1	(Flat Line Rate)?12?	LINE	FLAT
1972201605	5	1.939804912	LINE	FLAT
1972201605	6	9.562788963	LINE	FLAT
1972201606	1	(Flat Line Rate)?22?	LINE	FLAT
1972201606	5	3.556308985	LINE	FLAT
1972201606	6	17.53178024	LINE	FLAT
1972201607	1	(Flat Line Rate)?28?	LINE	FLAT
1972201607	5	4.526211262	LINE	FLAT
1972201607	6	22.31317329	LINE	FLAT
1972201608	1	(Flat Line Rate)?26?(m&e); 26?(S)	LINE	FLAT
1972201609	1	(Flat Line Rate)?26?(m&e); 26?(S)	LINE	FLAT
1972201610	1	(Flat Line Rate)?21?	LINE	FLAT
1972201611	1	(Flat Line Rate)?8?	LINE	FLAT
1972201611	5	1.293203235	LINE	FLAT
1972201611	6	6.375192642	LINE	FLAT
1972201612	1	(Flat Line Rate)?10?	LINE	FLAT
1972201612	5	1.634433866	LINE	FLAT
1972201612	6	8.057380676	LINE	FLAT
1972201613	1	(Flat Line Rate)?12?	LINE	FLAT
1972201613	5	2.165624857	LINE	FLAT
1972201613	6	10.67602921	LINE	FLAT
1972201614	1	(Flat Line Rate)?21?(m&e), 21?(S)	LINE	FLAT
1972201615	1	(Flat Line Rate)?21?(m&e), 21?(S)	LINE	FLAT
1972201616	1	(Flat Line Rate)?16?	LINE	FLAT
1972201616	5	1.980000019	LINE	FLAT
1972201616	6	9.760941505	LINE	FLAT
1972201617	1	(Flat Line Rate)?18?	LINE	FLAT
1972201617	5	2.2275002	LINE	FLAT
1972201617	6	10.98106003	LINE	FLAT
1972201618	1	(Flat Line Rate)?11?	LINE	FLAT
1972201618	5	1.797877192	LINE	FLAT
1972201618	6	8.863118172	LINE	FLAT
1972201619	1	(Flat Line Rate)?29?(m&e); 33?(e&S)	LINE	FLAT
1972201620	1	(Flat Line Rate)?29?(m&e); 33?(e&S)	LINE	FLAT
1972201621	1	(Flat Line Rate)?17?e/17?S	LINE	FLAT
1972201621	5	2.748056889	LINE	FLAT
1972201621	6	13.54728413	LINE	FLAT
1972201622	1	(Flat Line Rate)?52?(m&e); 46?(S); 60?(m&S); 60?(e&S).	LINE	FLAT
1972201623	1	(Flat Line Rate)?52?(m&e); 46?(S); 60?(m&S); 60?(e&S).	LINE	FLAT
1972201624	1	(Flat Line Rate)?71?m/67?e/97?m&e/77?S/$1.00e&s/$1.03m&s	LINE	FLAT
1972201624	5	13.66749954	LINE	FLAT
1972201624	6	67.37760925	LINE	FLAT
1972201625	1	(Flat Line Rate)?71?m/67?e/97?m&e/77?S/$1.00e&s/$1.03m&s	LINE	FLAT
1972201625	5	12.89750004	LINE	FLAT
1972201625	6	63.58169174	LINE	FLAT
1972201626	1	(Flat Line Rate)?21?e/21?S	LINE	FLAT
1972201626	5	3.638249874	LINE	FLAT
1972201626	6	17.93572998	LINE	FLAT
1972201627	1	(Flat Line Rate)?10?(eorS)	LINE	FLAT
1972201627	5	2.01453495	LINE	FLAT
1972201627	6	9.931191444	LINE	FLAT
1972201628	1	(Flat Line Rate)?9?	LINE	FLAT
1972201628	5	1.454853773	LINE	FLAT
1972201628	6	7.172092438	LINE	FLAT
1972201629	1	(Flat Line Rate) ? 78?(e); 83?(m); $1.02 (m&e); 88?(S); $1.12(S&e); $1.17(S&m); $1.47(S&m&e)	LINE	FLAT
1972201629	5	13.56580067	LINE	FLAT
1972201629	6	66.87625885	LINE	FLAT
1972201630	1	(Flat Line Rate) ? 78?(e); 83?(m); $1.02 (m&e); 88?(S); $1.12(S&e); $1.17(S&m); $1.47(S&m&e)	LINE	FLAT
1972201630	5	12.74858379	LINE	FLAT
1972201630	6	62.84756851	LINE	FLAT
1972201631	1	(Flat Line Rate)?40?m; 40?e; 53?S; 53?m&e; 66?m&S; 66?e&S; 77?Sm&e	LINE	FLAT
1972201631	5	7.21875	LINE	FLAT
1972201631	6	35.58676529	LINE	FLAT
1972201632	1	(Flat Line Rate)?40?m; 40?e; 53?S; 53?m&e; 66?m&S; 66?e&S; 77?Sm&e	LINE	FLAT
1972201632	5	7.21875	LINE	FLAT
1972201632	6	35.58676529	LINE	FLAT
1972201633	1	(Flat Line Rate)?13?(e); 13?(S)	LINE	FLAT
1972201633	5	2.047499895	LINE	FLAT
1972201633	6	10.09370041	LINE	FLAT
1972201634	1	(Flat Line Rate)?11?	LINE	FLAT
1972201634	5	1.797877192	LINE	FLAT
1972201634	6	8.863118172	LINE	FLAT
1972201635	1	(Flat Line Rate)?12?e/12?S	LINE	FLAT
1972201635	5	2.078999996	LINE	FLAT
1972201635	6	10.24898911	LINE	FLAT
1972201636	1	(Flat Line Rate)?12?	LINE	FLAT
1972201636	5	1.889999866	LINE	FLAT
1972201636	6	9.317261696	LINE	FLAT
1972201637	1	(Flat Line Rate)?14?	LINE	FLAT
1972201637	5	2.263105631	LINE	FLAT
1972201637	6	11.15658665	LINE	FLAT
1972201638	1	(Flat Line Rate)?18?	LINE	FLAT
1972201639	1	(Flat Line Rate)?23?e/23?S	LINE	FLAT
1972201639	5	3.065192223	LINE	FLAT
1972201639	6	15.11068821	LINE	FLAT
1972201640	1	Adv (Flat Line Rate)?24?	 	 
1972201641	1	(Open Line Rate)?15?	LINE	OPEN
1972201641	5	2.165625095	LINE	OPEN
1972201641	6	10.67603016	LINE	OPEN
1972201642	1	(Flat Line Rate)?10?	LINE	FLAT
1972201642	5	1.283333421	LINE	FLAT
1972201642	6	6.326536655	LINE	FLAT
1972201643	1	(Flat Line Rate)?28??	LINE	FLAT
1972201643	5	4.409999847	LINE	FLAT
1972201643	6	21.74027824	LINE	FLAT
1972201644	1	(Flat Line Rate)?21?	LINE	FLAT
1972201644	5	3.031874657	LINE	FLAT
1972201644	6	14.9464407	LINE	FLAT
1972201645	1	(Flat Line Rate)?13?	LINE	FLAT
1972201645	5	2.252249956	LINE	FLAT
1972201645	6	11.10307121	LINE	FLAT
1972201646	1	(Flat Line Rate)?15?	LINE	FLAT
1972201646	5	3.131024122	LINE	FLAT
1972201646	6	15.43522453	LINE	FLAT
1972201647	1	(Flat Line Rate)?23?(e); 23?(S)	LINE	FLAT
1972201647	5	3.065192223	LINE	FLAT
1972201647	6	15.11068821	LINE	FLAT
1972201648	1	(Flat Line Rate)?23?e/23?S	LINE	FLAT
1972201648	5	3.622499943	LINE	FLAT
1972201648	6	17.85808563	LINE	FLAT
1972201649	1	(Flat Line Rate)?13?	LINE	FLAT
1972201650	1	$4.50 col. in.)	LINE	FLAT
1972201650	5	2.887499809	LINE	FLAT
1972201650	6	14.23470592	LINE	FLAT
1972201651	1	(Flat Line Rate)?94?(m); 99?(S); Volume Discounts Available	LINE	FLAT
1972201651	5	16.04482651	LINE	FLAT
1972201651	6	79.09728241	LINE	FLAT
1972201652	1	(Flat Line Rate)?$1.00(e); $1.07(S); Bulk discounts available.	LINE	FLAT
1972201652	5	12.7389698	LINE	FLAT
1972201652	6	62.80017471	LINE	FLAT
1972201653	1	(Flat Line Rate)?68?(m&e); 63?(S); 89?(m&S), 89?(e&S).	LINE	FLAT
1972201654	1	(Flat Line Rate)?68?(m&e); 63?(S); 89?(m&S), 89?(e&S).	LINE	FLAT
1972201655	1	(Flat Line Rate)?53?(e); 53?(S); 79? (e&S)	LINE	FLAT
1972201655	5	10.93124962	LINE	FLAT
1972201655	6	53.88853073	LINE	FLAT
1972201656	1	(Flat Line Rate)?28?	LINE	FLAT
1972201656	5	4.526211262	LINE	FLAT
1972201656	6	22.31317329	LINE	FLAT
1972201657	1	(Flat Line Rate)?16?(m&e); 16?(S)	LINE	FLAT
1972201658	1	(Flat Line Rate)?16?(m&e); 16?(S)	LINE	FLAT
1972201659	1	(Flat Line Rate)?20?(e); 20?(S).	LINE	FLAT
1972201659	5	3.465000153	LINE	FLAT
1972201659	6	17.08164787	LINE	FLAT
1972201660	1	(Flat Line Rate) ? 26.07?(m&e); 26.07?(S)	LINE	FLAT
1972201660	5	3.642441511	LINE	FLAT
1972201660	6	17.9563942	LINE	FLAT
1972201661	1	(Flat Line Rate)?22?(m&e; sat. or S).	LINE	FLAT
1972201662	1	(Flat Line Rate)?22?(m&e; sat. or S).	LINE	FLAT
1972201663	1	(Flat Line Rate)?26?(S); 26?(m&e)	LINE	FLAT
1972201664	1	(Flat Line Rate)?26?(S); 26?(m&e)	LINE	FLAT
1972201665	1	Line Rate?54?(m); 54?(e); 60?(S); 64?(m&e); 75?(S&m); 75?(S&e)	LINE	 
1972201666	1	Line Rate (Max.)?54?; (Min.)?54? comb. with Gazette(m) 64? (max.), 64? (min.) 64?(m&e); 75? (S&m); 75?(S&e).	LINE	 
1972201667	1	(Flat Line Rate)?23?(m&eorS)	LINE	FLAT
1972201668	1	(Flat Line Rate)?23?(m&eorS)	LINE	FLAT
1972201669	1	Flat Line Rate?7?	LINE	FLAT
1972201669	5	.9702000022	LINE	FLAT
1972201669	6	4.782861233	LINE	FLAT
1972201670	1	Adv Flat Line Rate?20?(m&e): 20?(sat.); 20?(S).	LINE	FLAT
1972201671	1	Adv Flat Line Rate?20?(m&e): 20?(sat.); 20?(S).	LINE	FLAT
1972201672	1	(Flat Line Rate)?10?	LINE	FLAT
1972201672	5	1.616504073	LINE	FLAT
1972201672	6	7.968990803	LINE	FLAT
1972201673	1	(Flat Line Rate)?6?	LINE	FLAT
1972201673	5	.9699024558	LINE	FLAT
1972201673	6	4.781394482	LINE	FLAT
1972201674	1	Line Rate?42?(m); 23?(e); 47?(m&e); 43?(S)	LINE	 
1972201675	1	Line Rate?42?(m); 23?(e); 47?(m&e); 43?(S)	LINE	 
1972201676	1	(Flat Line Rate)?8?(comb. with Mt. Echo 10?)	LINE	FLAT
1972201676	5	1.154999971	LINE	FLAT
1972201676	6	5.693882465	LINE	FLAT
1972201677	1	(Flat Line Rate)?10?	LINE	FLAT
1972201677	5	1.634433866	LINE	FLAT
1972201677	6	8.057380676	LINE	FLAT
1972201678	1	(Flat Line Rate)?12?	LINE	FLAT
1972201678	5	1.599230647	LINE	FLAT
1972201678	6	7.883836746	LINE	FLAT
1972201679	1	(Flat Line Rate)?12?	LINE	FLAT
1972201679	5	1.649999857	LINE	FLAT
1972201679	6	8.134117126	LINE	FLAT
1972201680	1	(Flat Line Rate)? 30? (6 col. page).	 	 
1972201681	1	(Flat Line Rate)? 30? (6 col. page).	 	 
1972201682	1	(Flat Line Rate)?5?	LINE	FLAT
1972201682	5	.7874999642	LINE	FLAT
1972201682	6	3.882192612	LINE	FLAT
1972201683	1	Adv.(Flat Line Rate)?26?(m&e); 24?(S)	LINE	FLAT
1972201684	1	Adv.(Flat Line Rate)?26?(m&e); 24?(S)	LINE	FLAT
1972201685	1	(Flat Line Rate)?7??	LINE	FLAT
1972201685	5	1.010625005	LINE	FLAT
1972201685	6	4.982147217	LINE	FLAT
1972201686	1	(Flat Line Rate)?12?; Comb, with Steubenville (O.) Herald-Star?34?	LINE	FLAT
1972201686	5	1.9799999	LINE	FLAT
1972201686	6	9.760941505	LINE	FLAT
1972201687	1	(Flat Line Rate)?12?	LINE	FLAT
1972201687	5	1.961320639	LINE	FLAT
1972201687	6	9.668856621	LINE	FLAT
1972201688	1	(Flat Line Rate)?34?(m&e); 34?(sat.m); 37?(S).	LINE	FLAT
1972201689	1	(Flat Line Rate)?34?(m&e); 34?(sat.m); 37?(S).	LINE	FLAT
1972201690	1	Adv.(Flat Line Rate)?15?	 	 
1972201691	1	(Flat Line Rate)?9?	LINE	FLAT
1972201691	5	1.485000014	LINE	FLAT
1972201691	6	7.320706367	LINE	FLAT
1972201692	1	Open Rate?31?(eorS)	 	OPEN
1972201693	1	(Flat Line Rate)?9?; 26? in combination with Superior (Wis.) Telegram	LINE	FLAT
1972201693	5	1.485000014	LINE	FLAT
1972201693	6	7.320706367	LINE	FLAT
1972201694	1	(Flat Line Rate)?9?	LINE	FLAT
1972201694	5	1.732500076	LINE	FLAT
1972201694	6	8.540823936	LINE	FLAT
1972201695	1	(Flat Line Rate)?11?	LINE	FLAT
1972201695	5	1.985156178	LINE	FLAT
1972201695	6	9.786360741	LINE	FLAT
1972201696	1	(Flat Line Rate)?23?	LINE	FLAT
1972201696	5	3.984750032	LINE	FLAT
1972201696	6	19.6438961	LINE	FLAT
1972201697	1	(Flat Line Rate)?11?	LINE	FLAT
1972201697	5	1.985156178	LINE	FLAT
1972201697	6	9.786360741	LINE	FLAT
1972201698	1	(Flat Line Rate)?26?	LINE	FLAT
1972201698	5	4.504499912	LINE	FLAT
1972201698	6	22.20614243	LINE	FLAT
1972201699	1	(Flat Line Rate)?20?	LINE	FLAT
1972201699	5	3.465000153	LINE	FLAT
1972201699	6	17.08164787	LINE	FLAT
1972201700	1	(Flat Line Rate)?12?	LINE	FLAT
1972201700	5	1.961320639	LINE	FLAT
1972201700	6	9.668856621	LINE	FLAT
1972201701	1	(Flat Line Rate)?32?e; 32?S; Bulk Discounts	LINE	FLAT
1972201701	5	5.330769539	LINE	FLAT
1972201701	6	26.27946091	LINE	FLAT
1972201702	1	(Flat Line Rate)?25?(6 col. Format)	 	 
1972201703	1	(Flat Line Rate)?23?(Comb. with Racine Journal-Times-45c)	LINE	FLAT
1972201703	5	3.162499905	LINE	FLAT
1972201703	6	15.59039307	LINE	FLAT
1972201704	1	(Flat Line Rate)?26?(e); 26?(S)	LINE	FLAT
1972201704	5	4.331250191	LINE	FLAT
1972201704	6	21.35206032	LINE	FLAT
1972201707	1	(Flat Line Rate)?19?(comb. both papers)	LINE	FLAT
1972201708	1	(Flat Line Rate)?19?(comb. both papers)	LINE	FLAT
1972201709	1	Line Rate?15? max.; 12?min.	LINE	 
1972201709	5	2.598750114	LINE	 
1972201709	6	12.81123638	LINE	 
1972201710	1	(Flat Line Rate)?15?	LINE	FLAT
1972201710	5	1.999038458	LINE	FLAT
1972201710	6	9.854797363	LINE	FLAT
1972201711	1	Line Rate?Max. $1.18(e); $1.47(S); $1.65(m&e); $1.90(m&S)	LINE	 
1972201711	5	21.07577133	LINE	 
1972201711	6	103.898674	LINE	 
1972201712	1	Line Rate?Max. 64?(m); comb. with Journal $1.65(m&e, with Journal); $1.90(m&S).	LINE	 
1972201712	5	10.46037674	LINE	 
1972201712	6	51.56723785	LINE	 
1972201713	1	(Flat Line Rate)?11?	LINE	FLAT
1972201713	5	1.797877192	LINE	FLAT
1972201713	6	8.863118172	LINE	FLAT
1972201714	1	(Flat Line Rate)?21?	LINE	FLAT
1972201714	5	3.638249874	LINE	FLAT
1972201714	6	17.93572998	LINE	FLAT
1972201715	1	(Flat Line Rate)?11?	LINE	FLAT
1972201715	5	2.117500067	LINE	FLAT
1972201715	6	10.43878555	LINE	FLAT
1972201716	1	(Flat Line Rate)?28?(e); 28?(S) (Comb. with Kenosha News-45?).	LINE	FLAT
1972201716	5	4.900000095	LINE	FLAT
1972201716	6	24.15586662	LINE	FLAT
1972201717	1	(Flat Line Rate)?12?	LINE	FLAT
1972201717	5	2.078999996	LINE	FLAT
1972201717	6	10.24898911	LINE	FLAT
1972201718	1	(Flat Line Rate)?10?	LINE	FLAT
1972201718	5	1.8046875	LINE	FLAT
1972201718	6	8.896691322	LINE	FLAT
1972201719	1	(Flat Line Rate)?24?	LINE	FLAT
1972201719	5	4.036892891	LINE	FLAT
1972201719	6	19.90094757	LINE	FLAT
1972201720	1	(Flat Line Rate)?13?	LINE	FLAT
1972201720	5	2.124763966	LINE	FLAT
1972201720	6	10.47459507	LINE	FLAT
1972201721	1	(Flat Line Rate)?17?	LINE	FLAT
1972201721	5	2.778537512	LINE	FLAT
1972201721	6	13.69754696	LINE	FLAT
1972201722	1	(Flat Line Rate)?11?	LINE	FLAT
1972201722	5	1.465961456	LINE	FLAT
1972201722	6	7.22685051	LINE	FLAT
1972201723	1	(Flat Line Rate)?20?	LINE	FLAT
1972201723	5	3.268867731	LINE	FLAT
1972201723	6	16.11476135	LINE	FLAT
1972201724	1	(Flat Line Rate)?23? (comb. with Merrill Herald)	LINE	FLAT
1972201725	1	(Flat Line Rate)?23? (comb. with Merrill Herald)	LINE	FLAT
1972201726	1	(Flat Line Rate)?13?	LINE	FLAT
1972201726	5	2.713554144	LINE	FLAT
1972201726	6	13.37719345	LINE	FLAT
1972201727	1	(Open Line Rate)?13?	LINE	OPEN
1972201727	5	2.101455212	LINE	OPEN
1972201727	6	10.35968781	LINE	OPEN
1972201728	1	(Flat Line Rate)?23?(m); 23?(S)	LINE	FLAT
1972201728	5	3.795000076	LINE	FLAT
1972201728	6	18.7084713	LINE	FLAT
1972201729	1	(Flat Line Rate)?21.5?(m&e); 21.5?(S)	LINE	FLAT
1972201730	1	(Flat Line Rate)?21.5?(m&e); 21.5?(S)	LINE	FLAT
1972201731	1	(Flat line Rate)?12?(m); 12?(S)	LINE	FLAT
1972201731	5	1.939804912	LINE	FLAT
1972201731	6	9.562788963	LINE	FLAT
1972201732	1	(Flat Line Rate)?11?	LINE	FLAT
1972201732	5	1.732499838	LINE	FLAT
1972201732	6	8.540822983	LINE	FLAT
1972201733	1	(Max. Line Rate)?12?	LINE	 
1972201733	5	1.999038577	LINE	 
1972201733	6	9.854797363	LINE	 
1972201734	1	(Flat Line Rate)?12?	LINE	FLAT
1972201734	5	2.309999943	LINE	FLAT
1972201734	6	11.38776493	LINE	FLAT
1972201735	1	(Flat Line Rate)?13?	LINE	FLAT
1972201735	5	2.047499895	LINE	FLAT
1972201735	6	10.09370041	LINE	FLAT
1972201736	1	(Flat Line Rate)?10?	LINE	FLAT
1972201736	5	1.732500076	LINE	FLAT
1972201736	6	8.540823936	LINE	FLAT
1972201737	1	Line Rate?38?	 	 
1972201738	1	(Flat Line Rate)?25?	 	 
1972201739	1	(Flat Line Rate)?25?	 	 
1976200001	1	(Flat Line Rate)?26?(e); 26?(S).	LINE	FLAT
1976200001	5	4.202910423	LINE	FLAT
1976200001	6	15.226614	LINE	FLAT
1976200002	1	(Flat Line Rate)?13?.	LINE	FLAT
1976200002	5	2.047499895	LINE	FLAT
1976200002	6	7.417833805	LINE	FLAT
1976200003	1	(Flat Line Rate)?85?(m); $1.40(m&e comb. with News).	LINE	FLAT
1976200003	5	17.74246979	LINE	FLAT
1976200003	6	64.2787323	LINE	FLAT
1976200004	1	(Flat Line Rate?$1.18(e); $1.22(S); $1.35(m&e-Comb. with Post-Herald).	LINE	FLAT
1976200004	5	24.63072205	LINE	FLAT
1976200004	6	89.23399353	LINE	FLAT
1976200005	1	(Flat Line Rate)?13?.	LINE	FLAT
1976200006	1	(Flat Line Rate)?24.29?max.; Discounts available.	LINE	FLAT
1976200007	1	(Flat Line Rate)?27?(e); 27?(S).	LINE	FLAT
1976200007	5	4.872656345	LINE	FLAT
1976200007	6	17.65301895	LINE	FLAT
1976200008	1	(Flat Line Rate)?13.2?	LINE	FLAT
1976200009	1	Line Rate?26?(e); 26?(S).	LINE	 
1976200010	1	(Max Line Rate)?27?e; 27?S.	LINE	 
1976200010	5	5.37672472	LINE	 
1976200010	6	19.47919464	LINE	 
1976200011	1	Line Rate?15?(max.); 11?(min.).	LINE	 
1976200011	5	2.598750114	LINE	 
1976200011	6	9.414943695	LINE	 
1976200012	1	(Flat Line Rate)?50?(e or S).	LINE	FLAT
1976200012	5	8.75	LINE	FLAT
1976200012	6	31.70014572	LINE	FLAT
1976200013	1	(Flat Line Rate)?16?.	LINE	FLAT
1976200013	5	2.615094185	LINE	FLAT
1976200013	6	9.47415638	LINE	FLAT
1976200014	1	(Flat Line Rate)?14?.	LINE	FLAT
1976200014	5	2.694999933	LINE	FLAT
1976200014	6	9.763644218	LINE	FLAT
1976200015	1	(Max. Line Rate)?72?(m&e); 72?(S). Includes insertion in Mississippi Press-Register (Pascagoula, Miss.)	LINE	 
1976200016	1	(Max. Line Rate)?72?(m&e); 72?(S). Includes insertion in Mississippi Press-Register (Pascagoula, Miss.)	LINE	 
1976200017	1	(Flat Line Rate)?58?m; 54?e; 62?m&e; 62?S.	LINE	FLAT
1976200017	5	9.569999695	LINE	FLAT
1976200017	6	34.67090225	LINE	FLAT
1976200018	1	(Flat Line Rate)?58?m; 54?e; 62?m&e; 62?S.	LINE	FLAT
1976200018	5	8.910000801	LINE	FLAT
1976200018	6	32.27980804	LINE	FLAT
1976200019	1	(Flat Line Rate)?15?.	LINE	FLAT
1976200020	1	(Flat Line Rate)?12?.	LINE	FLAT
1976200021	1	(Flat Line Rate)?17?.	LINE	FLAT
1976200022	1	(Flat Line Rate)?14?.	LINE	FLAT
1976200022	5	2.425499916	LINE	FLAT
1976200022	6	8.787280083	LINE	FLAT
1976200023	1	(Flat Line Rate)?13?(e); 13?(S).	LINE	FLAT
1976200023	5	2.047499895	LINE	FLAT
1976200023	6	7.417833805	LINE	FLAT
1976200024	1	(Flat Line Rate)?27?(e); 27?(S).	LINE	FLAT
1976200024	5	4.677750111	LINE	FLAT
1976200024	6	16.94689751	LINE	FLAT
1976200025	1	(Line Rate)?27.82?(m); 53.5?(m&e-comb. with Times).	LINE	 
1976200026	1	(Line Rate)?40.59?(eS); 53.5?(m&e-comb. with News).	LINE	 
1976200027	1	(Flat Line Rate)?28?.	LINE	FLAT
1976200027	5	4.526211262	LINE	FLAT
1976200027	6	16.397892	LINE	FLAT
1976200028	1	(Flat Line Rate)?34?.	LINE	FLAT
1976200028	5	5.557075024	LINE	FLAT
1976200028	6	20.13258171	LINE	FLAT
1976200029	1	(Flat Line Rate)?22?.	LINE	FLAT
1976200029	5	4.592168808	LINE	FLAT
1976200029	6	16.63684845	LINE	FLAT
1976200030	1	(Flat Line Rate)?21?.	LINE	FLAT
1976200030	5	3.432311058	LINE	FLAT
1976200030	6	12.43482971	LINE	FLAT
