GISJOIN,YEAR,STATE,STATEA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,ENUMDISTA,CMSA,SMSAA,URB_AREAA,BLCK_GRPA,ANXTERRA,URBRURALA,CDA,AREANAME,CENCNTY,CBD,SEA,CBC001
"G4803970","1970","Texas","48",,,"Snyder","3970",,,,,,,,,,"Snyder",,,,11171
"G4803980","1970","Texas","48",,,"Somerville","3980",,,,,,,,,,"Somerville",,,,1250
"G4803985","1970","Texas","48",,,"Sonoma","3985",,,,,,,,,,"Sonoma",,,,678
"G4803990","1970","Texas","48",,,"Sonora","3990",,,,,,,,,,"Sonora",,,,2149
"G4803995","1970","Texas","48",,,"Sour Lake","3995",,,,,,,,,,"Sour Lake",,,,1694
"G4804000","1970","Texas","48",,,"South Houston","4000",,,,,,,,,,"South Houston",,,,11527
"G4804005","1970","Texas","48",,,"Southlake","4005",,,,,,,,,,"Southlake",,,,2031
"G4804010","1970","Texas","48",,,"Southland","4010",,,,,,,,,,"Southland",,,,168
"G4804012","1970","Texas","48",,,"Southmayd","4012",,,,,,,,,,"Southmayd",,,,222
"G4804013","1970","Texas","48",,,"South San Pedro (U)","4013",,,,,,,,,,"South San Pedro (U)",,,,3065
"G4804015","1970","Texas","48",,,"South Side Place","4015",,,,,,,,,,"South Side Place",,,,1466
"G4804025","1970","Texas","48",,,"Spearman","4025",,,,,,,,,,"Spearman",,,,3435
"G4804027","1970","Texas","48",,,"Splendora","4027",,,,,,,,,,"Splendora",,,,194
"G4804030","1970","Texas","48",,,"Spofford","4030",,,,,,,,,,"Spofford",,,,69
"G4804040","1970","Texas","48",,,"Springlake","4040",,,,,,,,,,"Springlake",,,,209
"G4804045","1970","Texas","48",,,"Springtown","4045",,,,,,,,,,"Springtown",,,,1194
"G4804050","1970","Texas","48",,,"Spring Valley","4050",,,,,,,,,,"Spring Valley",,,,3170
"G4804055","1970","Texas","48",,,"Spur","4055",,,,,,,,,,"Spur",,,,1747
"G4804060","1970","Texas","48",,,"Stafford","4060",,,,,,,,,,"Stafford",,,,2906
"G4804065","1970","Texas","48",,,"Stamford","4065",,,,,,,,,,"Stamford",,,,4558
"G4804070","1970","Texas","48",,,"Stanton","4070",,,,,,,,,,"Stanton",,,,2117
"G4804075","1970","Texas","48",,,"Stephenville","4075",,,,,,,,,,"Stephenville",,,,9277
"G4804080","1970","Texas","48",,,"Sterling City","4080",,,,,,,,,,"Sterling City",,,,780
"G4804085","1970","Texas","48",,,"Stinnett","4085",,,,,,,,,,"Stinnett",,,,2014
"G4804090","1970","Texas","48",,,"Stockdale","4090",,,,,,,,,,"Stockdale",,,,1132
"G4804095","1970","Texas","48",,,"Stratford","4095",,,,,,,,,,"Stratford",,,,2139
"G4804100","1970","Texas","48",,,"Strawn","4100",,,,,,,,,,"Strawn",,,,786
"G4804105","1970","Texas","48",,,"Streetman","4105",,,,,,,,,,"Streetman",,,,286
"G4804110","1970","Texas","48",,,"Sudan","4110",,,,,,,,,,"Sudan",,,,976
"G4804115","1970","Texas","48",,,"Sugar Land","4115",,,,,,,,,,"Sugar Land",,,,3318
"G4804120","1970","Texas","48",,,"Sulphur Springs","4120",,,,,,,,,,"Sulphur Springs",,,,10642
"G4804125","1970","Texas","48",,,"Sundown","4125",,,,,,,,,,"Sundown",,,,1129
"G4804130","1970","Texas","48",,,"Sunnyvale","4130",,,,,,,,,,"Sunnyvale",,,,995
"G4804135","1970","Texas","48",,,"Sunray","4135",,,,,,,,,,"Sunray",,,,1854
"G4804140","1970","Texas","48",,,"Sunrise (U)","4140",,,,,,,,,,"Sunrise (U)",,,,1213
"G4804145","1970","Texas","48",,,"Sunset Valley","4145",,,,,,,,,,"Sunset Valley",,,,292
"G4804150","1970","Texas","48",,,"Sweeny","4150",,,,,,,,,,"Sweeny",,,,3191
"G4804155","1970","Texas","48",,,"Sweetwater","4155",,,,,,,,,,"Sweetwater",,,,12020
"G4804160","1970","Texas","48",,,"Taft","4160",,,,,,,,,,"Taft",,,,3274
"G4804165","1970","Texas","48",,,"Taft Southwest (U)","4165",,,,,,,,,,"Taft Southwest (U)",,,,2026
"G4804170","1970","Texas","48",,,"Tahoka","4170",,,,,,,,,,"Tahoka",,,,2956
"G4804175","1970","Texas","48",,,"Talco","4175",,,,,,,,,,"Talco",,,,837
"G4804180","1970","Texas","48",,,"Talpa","4180",,,,,,,,,,"Talpa",,,,121
"G4804185","1970","Texas","48",,,"Tatum","4185",,,,,,,,,,"Tatum",,,,684
"G4804190","1970","Texas","48",,,"Taylor","4190",,,,,,,,,,"Taylor",,,,9616
"G4804195","1970","Texas","48",,,"Teague","4195",,,,,,,,,,"Teague",,,,2867
"G4804200","1970","Texas","48",,,"Tehuacana","4200",,,,,,,,,,"Tehuacana",,,,285
"G4804205","1970","Texas","48",,,"Temple","4205",,,,,,,,,,"Temple",,,,33431
"G4804210","1970","Texas","48",,,"Tenaha","4210",,,,,,,,,,"Tenaha",,,,1094
"G4804215","1970","Texas","48",,,"Terrell","4215",,,,,,,,,,"Terrell",,,,14182
"G4804220","1970","Texas","48",,,"Terrell Hills","4220",,,,,,,,,,"Terrell Hills",,,,5225
"G4804225","1970","Texas","48",,,"Texarkana","4225",,,,,,,,,,"Texarkana",,,,30497
"G4804230","1970","Texas","48",,,"Texas City","4230",,,,,,,,,,"Texas City",,,,38908
"G4804235","1970","Texas","48",,,"Texhoma","4235",,,,,,,,,,"Texhoma",,,,356
"G4804240","1970","Texas","48",,,"Texline","4240",,,,,,,,,,"Texline",,,,387
"G4804245","1970","Texas","48",,,"Thorndale","4245",,,,,,,,,,"Thorndale",,,,1031
"G4804250","1970","Texas","48",,,"Thornton","4250",,,,,,,,,,"Thornton",,,,433
"G4804255","1970","Texas","48",,,"Thrall","4255",,,,,,,,,,"Thrall",,,,619
"G4804260","1970","Texas","48",,,"Three Rivers","4260",,,,,,,,,,"Three Rivers",,,,1761
"G4804265","1970","Texas","48",,,"Throckmorton","4265",,,,,,,,,,"Throckmorton",,,,1105
"G4804270","1970","Texas","48",,,"Timpson","4270",,,,,,,,,,"Timpson",,,,1254
"G4804275","1970","Texas","48",,,"Tioga","4275",,,,,,,,,,"Tioga",,,,456
"G4804285","1970","Texas","48",,,"Tolar","4285",,,,,,,,,,"Tolar",,,,312
"G4804290","1970","Texas","48",,,"Tomball","4290",,,,,,,,,,"Tomball",,,,2734
"G4804295","1970","Texas","48",,,"Tom Bean","4295",,,,,,,,,,"Tom Bean",,,,540
"G4804300","1970","Texas","48",,,"Toyah","4300",,,,,,,,,,"Toyah",,,,245
"G4804305","1970","Texas","48",,,"Trent","4305",,,,,,,,,,"Trent",,,,333
"G4804310","1970","Texas","48",,,"Trenton","4310",,,,,,,,,,"Trenton",,,,599
"G4804315","1970","Texas","48",,,"Trinidad","4315",,,,,,,,,,"Trinidad",,,,1079
"G4804320","1970","Texas","48",,,"Trinity","4320",,,,,,,,,,"Trinity",,,,2512
"G4804325","1970","Texas","48",,,"Troup","4325",,,,,,,,,,"Troup",,,,1668
"G4804327","1970","Texas","48",,,"Troy","4327",,,,,,,,,,"Troy",,,,542
"G4804330","1970","Texas","48",,,"Tulia","4330",,,,,,,,,,"Tulia",,,,5294
"G4804335","1970","Texas","48",,,"Turkey","4335",,,,,,,,,,"Turkey",,,,680
"G4804340","1970","Texas","48",,,"Tuscola","4340",,,,,,,,,,"Tuscola",,,,497
"G4804345","1970","Texas","48",,,"Tye","4345",,,,,,,,,,"Tye",,,,857
"G4804350","1970","Texas","48",,,"Tyler","4350",,,,,,,,,,"Tyler",,,,57770
"G4804352","1970","Texas","48",,,"Uncertain","4352",,,,,,,,,,"Uncertain",,,,202
"G4804353","1970","Texas","48",,,"Universal City","4353",,,,,,,,,,"Universal City",,,,7613
"G4804355","1970","Texas","48",,,"University Park","4355",,,,,,,,,,"University Park",,,,23498
"G4804360","1970","Texas","48",,,"Uvalde","4360",,,,,,,,,,"Uvalde",,,,10764
"G4804365","1970","Texas","48",,,"Valentine","4365",,,,,,,,,,"Valentine",,,,213
"G4804370","1970","Texas","48",,,"Valley Mills","4370",,,,,,,,,,"Valley Mills",,,,1022
"G4804380","1970","Texas","48",,,"Van Alstyne","4380",,,,,,,,,,"Van Alstyne",,,,1981
"G4804382","1970","Texas","48",,,"Van","4382",,,,,,,,,,"Van",,,,1593
"G4804385","1970","Texas","48",,,"Van Horn","4385",,,,,,,,,,"Van Horn",,,,2240
"G4804387","1970","Texas","48",,,"Van Vleck (U)","4387",,,,,,,,,,"Van Vleck (U)",,,,1051
"G4804390","1970","Texas","48",,,"Vega","4390",,,,,,,,,,"Vega",,,,839
"G4804395","1970","Texas","48",,,"Venus","4395",,,,,,,,,,"Venus",,,,414
"G4804400","1970","Texas","48",,,"Vernon","4400",,,,,,,,,,"Vernon",,,,11454
"G4804405","1970","Texas","48",,,"Victoria","4405",,,,,,,,,,"Victoria",,,,41349
"G4804407","1970","Texas","48",,,"Vidor","4407",,,,,,,,,,"Vidor",,,,9738
"G4804415","1970","Texas","48",,,"Waco","4415",,,,,,,,,,"Waco",,,,95326
"G4804420","1970","Texas","48",,,"Waelder","4420",,,,,,,,,,"Waelder",,,,1138
"G4804425","1970","Texas","48",,,"Wake Village","4425",,,,,,,,,,"Wake Village",,,,2408
"G4804430","1970","Texas","48",,,"Waller","4430",,,,,,,,,,"Waller",,,,1123
"G4804435","1970","Texas","48",,,"Wallis (U)","4435",,,,,,,,,,"Wallis (U)",,,,1028
"G4804440","1970","Texas","48",,,"Walnut Springs","4440",,,,,,,,,,"Walnut Springs",,,,495
"G4804445","1970","Texas","48",,,"Warren City","4445",,,,,,,,,,"Warren City",,,,150
"G4804450","1970","Texas","48",,,"Waskom","4450",,,,,,,,,,"Waskom",,,,1460
"G4804455","1970","Texas","48",,,"Waxahachie","4455",,,,,,,,,,"Waxahachie",,,,13452
"G4804460","1970","Texas","48",,,"Weatherford","4460",,,,,,,,,,"Weatherford",,,,11750
"G4804465","1970","Texas","48",,,"Webster","4465",,,,,,,,,,"Webster",,,,2231
"G4804470","1970","Texas","48",,,"Weimar","4470",,,,,,,,,,"Weimar",,,,2104
"G4804475","1970","Texas","48",,,"Weinert","4475",,,,,,,,,,"Weinert",,,,255
"G4804480","1970","Texas","48",,,"Wellington","4480",,,,,,,,,,"Wellington",,,,2884
"G4804485","1970","Texas","48",,,"Wells","4485",,,,,,,,,,"Wells",,,,671
"G4804490","1970","Texas","48",,,"Weslaco","4490",,,,,,,,,,"Weslaco",,,,15313
"G4804505","1970","Texas","48",,,"Westbrook","4505",,,,,,,,,,"Westbrook",,,,298
"G4804507","1970","Texas","48",,,"West","4507",,,,,,,,,,"West",,,,2406
"G4804510","1970","Texas","48",,,"West Columbia","4510",,,,,,,,,,"West Columbia",,,,3335
"G4804513","1970","Texas","48",,,"West Lake Hills","4513",,,,,,,,,,"West Lake Hills",,,,1488
"G4804515","1970","Texas","48",,,"Westlake","4515",,,,,,,,,,"Westlake",,,,128
"G4804525","1970","Texas","48",,,"Westminster","4525",,,,,,,,,,"Westminster",,,,257
"G4804527","1970","Texas","48",,,"West Mountain","4527",,,,,,,,,,"West Mountain",,,,194
"G4804530","1970","Texas","48",,,"West Orange","4530",,,,,,,,,,"West Orange",,,,4787
"G4804535","1970","Texas","48",,,"Westover Hills","4535",,,,,,,,,,"Westover Hills",,,,374
"G4804537","1970","Texas","48",,,"West Tawakoni","4537",,,,,,,,,,"West Tawakoni",,,,465
"G4804540","1970","Texas","48",,,"West University Place","4540",,,,,,,,,,"West University Place",,,,13317
"G4804545","1970","Texas","48",,,"Westworth","4545",,,,,,,,,,"Westworth",,,,4578
"G4804550","1970","Texas","48",,,"Wharton","4550",,,,,,,,,,"Wharton",,,,7881
"G4804560","1970","Texas","48",,,"Wheeler","4560",,,,,,,,,,"Wheeler",,,,1116
"G4804565","1970","Texas","48",,,"White Deer","4565",,,,,,,,,,"White Deer",,,,1092
"G4804570","1970","Texas","48",,,"Whiteface","4570",,,,,,,,,,"Whiteface",,,,394
"G4804575","1970","Texas","48",,,"Whitehouse","4575",,,,,,,,,,"Whitehouse",,,,1245
"G4804580","1970","Texas","48",,,"White Oak","4580",,,,,,,,,,"White Oak",,,,2300
"G4804585","1970","Texas","48",,,"Whitesboro","4585",,,,,,,,,,"Whitesboro",,,,2927
"G4804590","1970","Texas","48",,,"White Settlement","4590",,,,,,,,,,"White Settlement",,,,13449
"G4804595","1970","Texas","48",,,"Whitewright","4595",,,,,,,,,,"Whitewright",,,,1742
"G4804600","1970","Texas","48",,,"Whitney","4600",,,,,,,,,,"Whitney",,,,1371
"G4804605","1970","Texas","48",,,"Wichita Falls","4605",,,,,,,,,,"Wichita Falls",,,,97564
"G4804607","1970","Texas","48",,,"Wickett","4607",,,,,,,,,,"Wickett",,,,598
"G4804610","1970","Texas","48",,,"Willis","4610",,,,,,,,,,"Willis",,,,1577
"G4804612","1970","Texas","48",,,"Willow Park","4612",,,,,,,,,,"Willow Park",,,,230
"G4804615","1970","Texas","48",,,"Wills Point","4615",,,,,,,,,,"Wills Point",,,,2636
"G4804620","1970","Texas","48",,,"Wilmer","4620",,,,,,,,,,"Wilmer",,,,1922
"G4804625","1970","Texas","48",,,"Wilson","4625",,,,,,,,,,"Wilson",,,,433
"G4804630","1970","Texas","48",,,"Windcrest","4630",,,,,,,,,,"Windcrest",,,,3371
"G4804635","1970","Texas","48",,,"Windom","4635",,,,,,,,,,"Windom",,,,247
"G4804640","1970","Texas","48",,,"Winfield","4640",,,,,,,,,,"Winfield",,,,268
"G4804645","1970","Texas","48",,,"Wink","4645",,,,,,,,,,"Wink",,,,1023
"G4804650","1970","Texas","48",,,"Winnie (U)","4650",,,,,,,,,,"Winnie (U)",,,,1543
"G4804655","1970","Texas","48",,,"Winnsboro","4655",,,,,,,,,,"Winnsboro",,,,3064
"G4804658","1970","Texas","48",,,"Winona","4658",,,,,,,,,,"Winona",,,,155
"G4804660","1970","Texas","48",,,"Winters","4660",,,,,,,,,,"Winters",,,,2907
"G4804665","1970","Texas","48",,,"Wolfe City","4665",,,,,,,,,,"Wolfe City",,,,1433
"G4804670","1970","Texas","48",,,"Wolfforth","4670",,,,,,,,,,"Wolfforth",,,,1090
"G4804672","1970","Texas","48",,,"Woodbranch","4672",,,,,,,,,,"Woodbranch",,,,378
"G4804675","1970","Texas","48",,,"Woodland Hills","4675",,,,,,,,,,"Woodland Hills",,,,366
"G4804680","1970","Texas","48",,,"Woodsboro","4680",,,,,,,,,,"Woodsboro",,,,1839
"G4804685","1970","Texas","48",,,"Woodson","4685",,,,,,,,,,"Woodson",,,,340
"G4804690","1970","Texas","48",,,"Woodville","4690",,,,,,,,,,"Woodville",,,,2662
"G4804695","1970","Texas","48",,,"Woodway","4695",,,,,,,,,,"Woodway",,,,4819
"G4804700","1970","Texas","48",,,"Wortham","4700",,,,,,,,,,"Wortham",,,,1036
"G4804705","1970","Texas","48",,,"Wylie","4705",,,,,,,,,,"Wylie",,,,2675
"G4804707","1970","Texas","48",,,"Yantis","4707",,,,,,,,,,"Yantis",,,,223
"G4804710","1970","Texas","48",,,"Yoakum","4710",,,,,,,,,,"Yoakum",,,,5755
"G4804715","1970","Texas","48",,,"Yorktown","4715",,,,,,,,,,"Yorktown",,,,2411
"G4804720","1970","Texas","48",,,"Zapata (U)","4720",,,,,,,,,,"Zapata (U)",,,,2102
"G4900005","1970","Utah","49",,,"Alpine","0005",,,,,,,,,,"Alpine",,,,1047
"G4900010","1970","Utah","49",,,"Altamont","0010",,,,,,,,,,"Altamont",,,,129
"G4900015","1970","Utah","49",,,"Alton","0015",,,,,,,,,,"Alton",,,,62
"G4900020","1970","Utah","49",,,"Amalga","0020",,,,,,,,,,"Amalga",,,,207
"G4900025","1970","Utah","49",,,"American Fork","0025",,,,,,,,,,"American Fork",,,,7713
"G4900030","1970","Utah","49",,,"Annabella","0030",,,,,,,,,,"Annabella",,,,221
"G4900035","1970","Utah","49",,,"Antimony","0035",,,,,,,,,,"Antimony",,,,113
"G4900040","1970","Utah","49",,,"Aurora","0040",,,,,,,,,,"Aurora",,,,493
"G4900045","1970","Utah","49",,,"Bear River","0045",,,,,,,,,,"Bear River",,,,445
"G4900050","1970","Utah","49",,,"Beaver","0050",,,,,,,,,,"Beaver",,,,1453
"G4900055","1970","Utah","49",,,"Bicknell","0055",,,,,,,,,,"Bicknell",,,,264
"G4900060","1970","Utah","49",,,"Bingham Canyon","0060",,,,,,,,,,"Bingham Canyon",,,,31
"G4900065","1970","Utah","49",,,"Blanding","0065",,,,,,,,,,"Blanding",,,,2250
"G4900072","1970","Utah","49",,,"Boulder","0072",,,,,,,,,,"Boulder",,,,93
"G4900075","1970","Utah","49",,,"Bountiful","0075",,,,,,,,,,"Bountiful",,,,27853
"G4900080","1970","Utah","49",,,"Brigham City","0080",,,,,,,,,,"Brigham City",,,,14007
"G4900085","1970","Utah","49",,,"Cannonville","0085",,,,,,,,,,"Cannonville",,,,113
"G4900090","1970","Utah","49",,,"Castle Dale","0090",,,,,,,,,,"Castle Dale",,,,541
"G4900095","1970","Utah","49",,,"Castle Gate","0095",,,,,,,,,,"Castle Gate",,,,205
"G4900100","1970","Utah","49",,,"Cedar City","0100",,,,,,,,,,"Cedar City",,,,8946
"G4900102","1970","Utah","49",,,"Cedar Fort","0102",,,,,,,,,,"Cedar Fort",,,,188
"G4900105","1970","Utah","49",,,"Centerfield","0105",,,,,,,,,,"Centerfield",,,,419
"G4900110","1970","Utah","49",,,"Centerville","0110",,,,,,,,,,"Centerville",,,,3268
"G4900115","1970","Utah","49",,,"Central","0115",,,,,,,,,,"Central",,,,32
"G4900120","1970","Utah","49",,,"Charleston","0120",,,,,,,,,,"Charleston",,,,196
"G4900125","1970","Utah","49",,,"Circleville","0125",,,,,,,,,,"Circleville",,,,443
"G4900130","1970","Utah","49",,,"Clarkston","0130",,,,,,,,,,"Clarkston",,,,420
"G4900135","1970","Utah","49",,,"Clearfield","0135",,,,,,,,,,"Clearfield",,,,13316
"G4900140","1970","Utah","49",,,"Cleveland","0140",,,,,,,,,,"Cleveland",,,,244
"G4900145","1970","Utah","49",,,"Clinton","0145",,,,,,,,,,"Clinton",,,,1768
"G4900150","1970","Utah","49",,,"Coalville","0150",,,,,,,,,,"Coalville",,,,864
"G4900160","1970","Utah","49",,,"Corinne","0160",,,,,,,,,,"Corinne",,,,471
"G4900165","1970","Utah","49",,,"Cornish","0165",,,,,,,,,,"Cornish",,,,173
"G4900167","1970","Utah","49",,,"Cottonwood (U)","0167",,,,,,,,,,"Cottonwood (U)",,,,8431
"G4900170","1970","Utah","49",,,"Delta","0170",,,,,,,,,,"Delta",,,,1610
"G4900175","1970","Utah","49",,,"Deweyville","0175",,,,,,,,,,"Deweyville",,,,248
"G4900180","1970","Utah","49",,,"Dragerton (U)","0180",,,,,,,,,,"Dragerton (U)",,,,1614
"G4900185","1970","Utah","49",,,"Duchesne","0185",,,,,,,,,,"Duchesne",,,,1094
"G4900187","1970","Utah","49",,,"Dugway (U)","0187",,,,,,,,,,"Dugway (U)",,,,2357
"G4900195","1970","Utah","49",,,"East Layton","0195",,,,,,,,,,"East Layton",,,,763
"G4900196","1970","Utah","49",,,"East Millcreek (U)","0196",,,,,,,,,,"East Millcreek (U)",,,,26579
"G4900200","1970","Utah","49",,,"Elmo","0200",,,,,,,,,,"Elmo",,,,141
"G4900205","1970","Utah","49",,,"Elsinore","0205",,,,,,,,,,"Elsinore",,,,357
"G4900210","1970","Utah","49",,,"Elwood","0210",,,,,,,,,,"Elwood",,,,294
"G4900215","1970","Utah","49",,,"Emery","0215",,,,,,,,,,"Emery",,,,216
"G4900217","1970","Utah","49",,,"Enoch","0217",,,,,,,,,,"Enoch",,,,120
"G4900220","1970","Utah","49",,,"Enterprise","0220",,,,,,,,,,"Enterprise",,,,844
"G4900225","1970","Utah","49",,,"Ephraim","0225",,,,,,,,,,"Ephraim",,,,2127
"G4900230","1970","Utah","49",,,"Escalante","0230",,,,,,,,,,"Escalante",,,,638
"G4900235","1970","Utah","49",,,"Eureka","0235",,,,,,,,,,"Eureka",,,,753
"G4900240","1970","Utah","49",,,"Fairview","0240",,,,,,,,,,"Fairview",,,,696
"G4900245","1970","Utah","49",,,"Farmington","0245",,,,,,,,,,"Farmington",,,,2526
"G4900250","1970","Utah","49",,,"Fayette","0250",,,,,,,,,,"Fayette",,,,93
"G4900255","1970","Utah","49",,,"Ferron","0255",,,,,,,,,,"Ferron",,,,663
"G4900260","1970","Utah","49",,,"Fielding","0260",,,,,,,,,,"Fielding",,,,254
"G4900265","1970","Utah","49",,,"Fillmore","0265",,,,,,,,,,"Fillmore",,,,1411
"G4900270","1970","Utah","49",,,"Fountain Green","0270",,,,,,,,,,"Fountain Green",,,,467
"G4900275","1970","Utah","49",,,"Francis","0275",,,,,,,,,,"Francis",,,,268
"G4900280","1970","Utah","49",,,"Fruit Heights","0280",,,,,,,,,,"Fruit Heights",,,,800
"G4900285","1970","Utah","49",,,"Garden City","0285",,,,,,,,,,"Garden City",,,,134
"G4900295","1970","Utah","49",,,"Garland","0295",,,,,,,,,,"Garland",,,,1187
"G4900300","1970","Utah","49",,,"Genola","0300",,,,,,,,,,"Genola",,,,424
"G4900305","1970","Utah","49",,,"Glendale","0305",,,,,,,,,,"Glendale",,,,200
"G4900310","1970","Utah","49",,,"Glenwood","0310",,,,,,,,,,"Glenwood",,,,212
"G4900315","1970","Utah","49",,,"Goshen","0315",,,,,,,,,,"Goshen",,,,459
"G4900318","1970","Utah","49",,,"Granger-Hunter (U)","0318",,,,,,,,,,"Granger-Hunter (U)",,,,9029
"G4900319","1970","Utah","49",,,"Granite Park (U)","0319",,,,,,,,,,"Granite Park (U)",,,,9573
"G4900320","1970","Utah","49",,,"Grantsville","0320",,,,,,,,,,"Grantsville",,,,2931
"G4900325","1970","Utah","49",,,"Green River","0325",,,,,,,,,,"Green River",,,,1033
"G4900330","1970","Utah","49",,,"Gunnison","0330",,,,,,,,,,"Gunnison",,,,1073
"G4900333","1970","Utah","49",,,"Harrisville","0333",,,,,,,,,,"Harrisville",,,,603
"G4900335","1970","Utah","49",,,"Hatch","0335",,,,,,,,,,"Hatch",,,,139
"G4900340","1970","Utah","49",,,"Heber","0340",,,,,,,,,,"Heber",,,,3245
"G4900345","1970","Utah","49",,,"Helper","0345",,,,,,,,,,"Helper",,,,1964
"G4900350","1970","Utah","49",,,"Henefer","0350",,,,,,,,,,"Henefer",,,,446
"G4900355","1970","Utah","49",,,"Henrieville","0355",,,,,,,,,,"Henrieville",,,,145
"G4900360","1970","Utah","49",,,"Hiawatha","0360",,,,,,,,,,"Hiawatha",,,,166
"G4900362","1970","Utah","49",,,"Hilldale","0362",,,,,,,,,,"Hilldale",,,,480
"G4900365","1970","Utah","49",,,"Hinckley","0365",,,,,,,,,,"Hinckley",,,,400
"G4900370","1970","Utah","49",,,"Holden","0370",,,,,,,,,,"Holden",,,,351
"G4900371","1970","Utah","49",,,"Holladay (U)","0371",,,,,,,,,,"Holladay (U)",,,,23014
"G4900375","1970","Utah","49",,,"Honeyville","0375",,,,,,,,,,"Honeyville",,,,640
"G4900380","1970","Utah","49",,,"Howell","0380",,,,,,,,,,"Howell",,,,146
"G4900385","1970","Utah","49",,,"Huntington","0385",,,,,,,,,,"Huntington",,,,857
"G4900390","1970","Utah","49",,,"Huntsville","0390",,,,,,,,,,"Huntsville",,,,553
"G4900395","1970","Utah","49",,,"Hurricane","0395",,,,,,,,,,"Hurricane",,,,1408
"G4900400","1970","Utah","49",,,"Hyde Park","0400",,,,,,,,,,"Hyde Park",,,,1025
"G4900405","1970","Utah","49",,,"Hyrum","0405",,,,,,,,,,"Hyrum",,,,2340
"G4900410","1970","Utah","49",,,"Ivins","0410",,,,,,,,,,"Ivins",,,,137
"G4900415","1970","Utah","49",,,"Joseph","0415",,,,,,,,,,"Joseph",,,,125
"G4900420","1970","Utah","49",,,"Junction","0420",,,,,,,,,,"Junction",,,,135
"G4900425","1970","Utah","49",,,"Kamas","0425",,,,,,,,,,"Kamas",,,,806
"G4900430","1970","Utah","49",,,"Kanab","0430",,,,,,,,,,"Kanab",,,,1381
"G4900435","1970","Utah","49",,,"Kanarraville","0435",,,,,,,,,,"Kanarraville",,,,204
"G4900440","1970","Utah","49",,,"Kanosh","0440",,,,,,,,,,"Kanosh",,,,319
"G4900445","1970","Utah","49",,,"Kaysville","0445",,,,,,,,,,"Kaysville",,,,6192
"G4900450","1970","Utah","49",,,"Kearns (U)","0450",,,,,,,,,,"Kearns (U)",,,,17071
"G4900460","1970","Utah","49",,,"Kingston","0460",,,,,,,,,,"Kingston",,,,114
"G4900465","1970","Utah","49",,,"Koosharem","0465",,,,,,,,,,"Koosharem",,,,141
"G4900470","1970","Utah","49",,,"Laketown","0470",,,,,,,,,,"Laketown",,,,208
"G4900475","1970","Utah","49",,,"La Verkin","0475",,,,,,,,,,"La Verkin",,,,463
"G4900480","1970","Utah","49",,,"Layton","0480",,,,,,,,,,"Layton",,,,13603
"G4900485","1970","Utah","49",,,"Leamington","0485",,,,,,,,,,"Leamington",,,,112
"G4900490","1970","Utah","49",,,"Leeds","0490",,,,,,,,,,"Leeds",,,,151
"G4900495","1970","Utah","49",,,"Lehi","0495",,,,,,,,,,"Lehi",,,,4659
"G4900500","1970","Utah","49",,,"Levan","0500",,,,,,,,,,"Levan",,,,376
"G4900505","1970","Utah","49",,,"Lewiston","0505",,,,,,,,,,"Lewiston",,,,1244
"G4900510","1970","Utah","49",,,"Lindon","0510",,,,,,,,,,"Lindon",,,,1644
"G4900515","1970","Utah","49",,,"Loa","0515",,,,,,,,,,"Loa",,,,324
"G4900520","1970","Utah","49",,,"Logan","0520",,,,,,,,,,"Logan",,,,22333
"G4900525","1970","Utah","49",,,"Lynndyl","0525",,,,,,,,,,"Lynndyl",,,,111
"G4900530","1970","Utah","49",,,"Maeser","0530",,,,,,,,,,"Maeser",,,,1248
"G4900535","1970","Utah","49",,,"Magna (U)","0535",,,,,,,,,,"Magna (U)",,,,5509
"G4900540","1970","Utah","49",,,"Manila","0540",,,,,,,,,,"Manila",,,,226
"G4900545","1970","Utah","49",,,"Manti","0545",,,,,,,,,,"Manti",,,,1803
"G4900550","1970","Utah","49",,,"Mantua","0550",,,,,,,,,,"Mantua",,,,413
"G4900555","1970","Utah","49",,,"Mapleton","0555",,,,,,,,,,"Mapleton",,,,1980
"G4900560","1970","Utah","49",,,"Marysvale","0560",,,,,,,,,,"Marysvale",,,,289
"G4900565","1970","Utah","49",,,"Mayfield","0565",,,,,,,,,,"Mayfield",,,,267
"G4900570","1970","Utah","49",,,"Meadow","0570",,,,,,,,,,"Meadow",,,,238
"G4900575","1970","Utah","49",,,"Mendon","0575",,,,,,,,,,"Mendon",,,,345
"G4900580","1970","Utah","49",,,"Midvale","0580",,,,,,,,,,"Midvale",,,,7840
"G4900585","1970","Utah","49",,,"Midway","0585",,,,,,,,,,"Midway",,,,804
"G4900590","1970","Utah","49",,,"Milford","0590",,,,,,,,,,"Milford",,,,1304
"G4900595","1970","Utah","49",,,"Millville","0595",,,,,,,,,,"Millville",,,,441
"G4900600","1970","Utah","49",,,"Minersville","0600",,,,,,,,,,"Minersville",,,,448
"G4900605","1970","Utah","49",,,"Moab","0605",,,,,,,,,,"Moab",,,,4793
"G4900610","1970","Utah","49",,,"Mona","0610",,,,,,,,,,"Mona",,,,309
"G4900615","1970","Utah","49",,,"Monroe","0615",,,,,,,,,,"Monroe",,,,918
"G4900620","1970","Utah","49",,,"Monticello","0620",,,,,,,,,,"Monticello",,,,1431
"G4900625","1970","Utah","49",,,"Morgan City","0625",,,,,,,,,,"Morgan City",,,,1586
